116
0 1 27358946440.527210
0 2 8780609474.991594
3 3 241402299807.992249
6 6 200132626525.009338
7 8 14345560155.286831
7 9 27118228597.285740
7 10 62875001919.289726
7 11 51302234736.711014
7 12 23842429282.256748
7 13 8900677225.613459
0 14 39465903206.924667
0 16 39515947445.708504
15 17 367741420.495414
15 18 13564792650.018999
19 19 170989294129.058014
20 21 20806487113.375801
22 22 93555520766.616699
20 23 8316014363.971504
20 24 50585819991.353416
20 25 23214518678.153069
3 26 47416303996.609100
3 27 50635166359.230110
3 28 15273034650.628180
3 29 15301182123.650000
5 30 7928746787.707352
7 32 1606901230.485464
7 33 3654129432.029184
34 34 160315906399.903198
6 35 57024887770.859650
36 36 231484115067.602997
0 37 12270277554.023880
6 38 23212091264.851280
39 39 147267065324.995392
0 40 76305285.357601
41 41 341996208871.407104
41 42 15805114947.498220
3 43 18730141616.644958
44 44 246167673263.746124
44 45 5785952417.927655
4 46 4185142594.107228
3 47 19500503537.969269
3 48 7520644360.479269
19 49 2502156930.217719
19 50 33620840801.008030
4 51 951160038.844096
19 52 1666648542.679464
3 53 21277426306.163960
55 56 12057531918.535910
54 57 65118163347.018669
54 58 31149883209.202610
5 60 1227431350.326070
22 61 15546081808.333170
62 62 50681975941.959618
63 64 5139810383.907298
63 65 6881663176.463923
66 66 57777130883.042595
66 67 37471073407.612953
6 69 12500831674.004250
7 70 12359085386.707291
7 71 5091714273.520132
6 72 11283173454.761499
6 73 14844760627.926720
31 74 7654992393.402308
31 75 34496122882.843964
31 76 26193162880.387772
31 77 40379485119.751717
31 78 18354721886.936451
44 80 64949065472.536041
81 81 88257889361.793549
81 82 39749949139.775513
81 83 21929403928.956772
34 84 54699160812.781151
34 85 36725509983.290352
41 86 24956294405.505280
41 87 34991785947.196732
41 88 15372641882.109940
6 89 8764486777.438421
41 90 41472793292.383652
41 91 56068339984.899834
41 92 80885355274.221298
41 93 24538511294.095131
39 94 2564467363.276495
39 95 5649023886.872568
34 96 1508567371.666401
0 97 11119803041.831270
0 98 7809380868.472345
0 99 30662291415.554569
0 100 26206249239.116138
0 101 47470144670.278488
15 102 6331546038.009230
15 103 4719585358.080831
36 104 11476434562.694901
19 105 9273627176.948305
19 106 6387117106.274973
19 107 4381067030.568546
19 108 17453041404.755520
109 109 119941012587.225143
109 110 33344792038.507679
109 111 41925877373.123581
59 112 1845731465.922801
59 113 1068484528.458878
109 114 14390152524.091749
109 115 26159607735.447109
22 116 21920125142.422081
22 117 17924945218.142250
22 118 9528523352.801260
22 119 18857388879.418301
62 120 25803787480.384838
62 121 13345508236.331091
122 122 78124132714.328674
66 123 5111393317.273053
19 124 5824545761.628859
122 125 5529571530.837089
63 126 4150223482.727869
68 127 11514284613.635139
128 128 147974730627.140015
128 130 27330194953.212841
31 131 1748650292.413217
128 132 21030226729.458839
128 133 45123038348.685997
128 134 33927769910.866829
128 135 11105871546.227171
128 136 679565456.816377
44 137 26338342786.840771
44 138 12317490228.570320
44 139 37659016452.171768
44 140 42796709235.859253
0 141 51215993967.332878
0 142 10775510200.885410
36 143 7392914951.004591
36 144 7832886453.522802
41 145 9584150938.446146
41 146 12687595493.858490
34 147 7824103476.344435
19 148 3648544367.258650
34 149 3490462025.931860
34 150 10794207494.244049
34 151 3550500576.288305
122 152 1414795806.475776
122 153 12014135529.724390
63 154 19636453146.785309
122 155 13426980088.243311
63 156 76598889.599957
63 157 4398415535.471555
39 158 29732264345.071541
39 159 27953081904.737801
36 160 1733558335.113499
34 161 12306139291.925020
44 162 4031731291.753306
44 163 17993990288.929901
36 164 30348128921.440350
36 165 29701015279.807442
36 166 9817591535.102215
36 167 15714325494.227730
36 168 33706472266.478561
36 169 63666708976.208473
122 170 13347730068.850710
122 171 20270983874.701698
122 172 7693154363.947231
122 173 4044555418.123276
39 174 8141474462.547075
39 175 15365247942.315990
129 176 10280361701.867001
129 177 4680925841.840264
19 178 4946859718.595064
39 179 23618544543.464981
39 180 19794327626.727749
19 181 48715845010.042908
19 182 24116126497.439770
0 183 20314507018.327068
44 184 2118004564.242891
0 185 21678732666.533669
36 186 4408645874.494053
