129
3 3 241402299807.992249
4 4 13002522072.744020
6 6 200132626525.009338
15 15 37887497503.191948
15 17 37887497503.191948
15 18 37887497503.191948
19 19 170989294129.058014
22 22 93555520766.616699
3 26 241402299807.992249
3 27 241402299807.992249
3 28 241402299807.992249
3 29 241402299807.992249
34 34 160315906399.903198
6 35 200132626525.009338
36 36 231484115067.602997
6 38 200132626525.009338
39 39 147267065324.995392
41 41 341996208871.407104
41 42 341996208871.407104
3 43 241402299807.992249
44 44 246167673263.746124
44 45 246167673263.746124
4 46 13002522072.744020
3 47 241402299807.992249
3 48 241402299807.992249
19 49 170989294129.058014
19 50 170989294129.058014
4 51 13002522072.744020
19 52 170989294129.058014
3 53 241402299807.992249
22 61 93555520766.616699
62 62 50681975941.959618
66 66 57777130883.042595
66 67 57777130883.042595
68 68 22767932519.467060
6 69 200132626525.009338
6 72 200132626525.009338
6 73 200132626525.009338
44 80 246167673263.746124
81 81 88257889361.793549
81 82 88257889361.793549
81 83 88257889361.793549
34 84 160315906399.903198
34 85 160315906399.903198
41 86 341996208871.407104
41 87 341996208871.407104
41 88 341996208871.407104
6 89 200132626525.009338
41 90 341996208871.407104
41 91 341996208871.407104
41 92 341996208871.407104
41 93 341996208871.407104
39 94 147267065324.995392
39 95 147267065324.995392
34 96 160315906399.903198
15 102 37887497503.191948
15 103 37887497503.191948
36 104 231484115067.602997
19 105 170989294129.058014
19 106 170989294129.058014
19 107 170989294129.058014
19 108 170989294129.058014
109 109 119941012587.225143
109 110 119941012587.225143
109 111 119941012587.225143
109 114 119941012587.225143
109 115 119941012587.225143
22 116 93555520766.616699
22 117 93555520766.616699
22 118 93555520766.616699
22 119 93555520766.616699
62 120 50681975941.959618
62 121 50681975941.959618
122 122 78124132714.328674
66 123 57777130883.042595
19 124 170989294129.058014
122 125 78124132714.328674
68 127 22767932519.467060
128 128 147974730627.140015
129 129 30174861150.658344
128 130 147974730627.140015
128 132 147974730627.140015
128 133 147974730627.140015
128 134 147974730627.140015
128 135 147974730627.140015
128 136 147974730627.140015
44 137 246167673263.746124
44 138 246167673263.746124
44 139 246167673263.746124
44 140 246167673263.746124
36 143 231484115067.602997
36 144 231484115067.602997
41 145 341996208871.407104
41 146 341996208871.407104
34 147 160315906399.903198
19 148 170989294129.058014
34 149 160315906399.903198
34 150 160315906399.903198
34 151 160315906399.903198
122 152 78124132714.328674
122 153 78124132714.328674
122 155 78124132714.328674
39 158 147267065324.995392
39 159 147267065324.995392
36 160 231484115067.602997
34 161 160315906399.903198
44 162 246167673263.746124
44 163 246167673263.746124
36 164 231484115067.602997
36 165 231484115067.602997
36 166 231484115067.602997
36 167 231484115067.602997
36 168 231484115067.602997
36 169 231484115067.602997
122 170 78124132714.328674
122 171 78124132714.328674
122 172 78124132714.328674
122 173 78124132714.328674
39 174 147267065324.995392
39 175 147267065324.995392
129 176 30174861150.658344
129 177 30174861150.658344
19 178 170989294129.058014
39 179 147267065324.995392
39 180 147267065324.995392
19 181 170989294129.058014
19 182 170989294129.058014
44 184 246167673263.746124
36 186 231484115067.602997
